col0,col1,col2
1285.5,39.0,7.0
1286.5,53.0,11.0
1287.5,53.0,6.0
1288.5,58.0,14.0
1289.5,47.0,13.0
1290.5,39.0,11.0
1291.5,53.0,15.0
1292.5,49.0,6.0
1293.5,46.0,17.0
1294.5,44.0,8.0
1295.5,41.0,7.0
1296.5,45.0,9.0
1297.5,53.0,12.0
1298.5,56.0,13.0
1299.5,58.0,9.0
1300.5,45.0,10.0
1301.5,53.0,8.0
1302.5,53.0,7.0
1303.5,40.0,10.0
1304.5,50.0,10.0
1305.5,48.0,9.0
1306.5,46.0,7.0
1307.5,44.0,10.0
1308.5,44.0,7.0
1309.5,43.0,9.0
1310.5,52.0,9.0
1311.5,43.0,8.0
1312.5,31.0,8.0
1313.5,46.0,9.0
1314.5,38.0,9.0
1315.5,41.0,8.0
1316.5,51.0,5.0
1317.5,38.0,5.0
1318.5,52.0,5.0
1319.5,42.0,4.0
1320.5,45.0,9.0
1321.5,39.0,4.0
1322.5,38.0,5.0
1323.5,42.0,12.0
1324.5,37.0,8.0
1325.5,43.0,7.0
1326.5,46.0,9.0
1327.5,36.0,8.0
1328.5,35.0,5.0
1329.5,30.0,5.0
1330.5,36.0,8.0
1331.5,37.0,6.0
1332.5,36.0,8.0
1333.5,42.0,7.0
1334.5,37.0,3.0
1335.5,36.0,4.0
1336.5,34.0,6.0
1337.5,42.0,7.0
1338.5,37.0,9.0
1339.5,39.0,5.0
1340.5,42.0,8.0
1341.5,35.0,6.0
1342.5,44.0,5.0
1343.5,29.0,6.0
1344.5,34.0,7.0
1345.5,34.0,5.0
1346.5,37.0,4.0
1347.5,28.0,3.0
1348.5,36.0,8.0
1349.5,42.0,4.0
1350.5,34.0,4.0
1351.5,40.0,5.0
1352.5,35.0,4.0
1353.5,25.0,4.0
1354.5,37.0,4.0
1355.5,39.0,5.0
1356.5,30.0,6.0
1357.5,38.0,3.0
1358.5,34.0,4.0
1359.5,31.0,6.0
1360.5,28.0,9.0
1361.5,33.0,5.0
1362.5,46.0,6.0
1363.5,31.0,6.0
1364.5,30.0,4.0
1365.5,26.0,5.0
1366.5,30.0,5.0
1367.5,27.0,3.0
1368.5,32.0,5.0
1369.5,35.0,3.0
1370.5,36.0,6.0
1371.5,24.0,3.0
1372.5,31.0,4.0
1373.5,33.0,5.0
1374.5,34.0,4.0
1375.5,30.0,2.0
1376.5,31.0,2.0
1377.5,33.0,6.0
1378.5,24.0,4.0
1379.5,43.0,5.0
1380.5,33.0,5.0
1381.5,39.0,3.0
1382.5,25.0,5.0
1383.5,35.0,0.0
1384.5,25.0,4.0
1385.5,31.0,5.0
1386.5,31.0,6.0
1387.5,27.0,1.0
1388.5,34.0,6.0
1389.5,21.0,3.0
1390.5,36.0,8.0
1391.5,36.0,2.0
1392.5,26.0,1.0
1393.5,27.0,4.0
1394.5,29.0,3.0
1395.5,33.0,6.0
1396.5,35.0,2.0
1397.5,29.0,2.0
1398.5,24.0,3.0
1399.5,21.0,0.0
1400.5,29.0,5.0
1401.5,32.0,4.0
1402.5,33.0,2.0
1403.5,35.0,2.0
1404.5,20.0,7.0
1405.5,25.0,1.0
1406.5,24.0,3.0
1407.5,30.0,6.0
1408.5,28.0,3.0
1409.5,27.0,3.0
1410.5,20.0,3.0
1411.5,31.0,2.0
1412.5,23.0,3.0
1413.5,19.0,3.0
1414.5,31.0,5.0
1415.5,21.0,3.0
1416.5,19.0,2.0
1417.5,25.0,3.0
1418.5,27.0,2.0
1419.5,25.0,6.0
1420.5,17.0,3.0
1421.5,24.0,2.0
1422.5,31.0,3.0
1423.5,22.0,2.0
1424.5,26.0,1.0
1425.5,24.0,4.0
1426.5,22.0,3.0
1427.5,30.0,2.0
1428.5,30.0,3.0
1429.5,25.0,4.0
1430.5,24.0,3.0
1431.5,24.0,2.0
1432.5,28.0,3.0
1433.5,28.0,1.0
1434.5,26.0,0.0
1435.5,23.0,5.0
1436.5,24.0,3.0
1437.5,22.0,1.0
1438.5,26.0,4.0
1439.5,26.0,4.0
1440.5,26.0,1.0
1441.5,29.0,4.0
1442.5,27.0,5.0
1443.5,23.0,3.0
1444.5,24.0,2.0
1445.5,30.0,3.0
1446.5,21.0,1.0
1447.5,25.0,3.0
1448.5,23.0,4.0
1449.5,24.0,2.0
1450.5,17.0,1.0
1451.5,21.0,4.0
1452.5,22.0,2.0
1453.5,21.0,2.0
1454.5,24.0,3.0
1455.5,18.0,4.0
1456.5,23.0,3.0
1457.5,22.0,2.0
1458.5,27.0,2.0
1459.5,26.0,3.0
1460.5,21.0,3.0
1461.5,19.0,3.0
1462.5,19.0,3.0
1463.5,18.0,2.0
1464.5,29.0,3.0
1465.5,23.0,3.0
1466.5,20.0,0.0
1467.5,24.0,3.0
1468.5,19.0,3.0
1469.5,16.0,0.0
1470.5,28.0,1.0
1471.5,22.0,0.0
1472.5,23.0,4.0
1473.5,19.0,1.0
1474.5,17.0,4.0
1475.5,16.0,2.0
1476.5,19.0,0.0
1477.5,22.0,2.0
1478.5,19.0,1.0
1479.5,23.0,0.0
1480.5,23.0,0.0
1481.5,19.0,2.0
1482.5,26.0,4.0
1483.5,24.0,2.0
1484.5,17.0,5.0
1485.5,16.0,3.0
1486.5,17.0,1.0
1487.5,21.0,0.0
1488.5,15.0,1.0
1489.5,18.0,0.0
1490.5,19.0,3.0
1491.5,19.0,1.0
1492.5,24.0,2.0
1493.5,22.0,1.0
1494.5,19.0,5.0
1495.5,24.0,4.0
1496.5,20.0,0.0
1497.5,19.0,2.0
1498.5,21.0,4.0
1499.5,11.0,1.0
1500.5,24.0,2.0
1501.5,20.0,3.0
1502.5,17.0,2.0
1503.5,20.0,1.0
1504.5,18.0,0.0
1505.5,23.0,1.0
1506.5,21.0,1.0
1507.5,22.0,1.0
1508.5,23.0,1.0
1509.5,11.0,0.0
1510.5,21.0,1.0
1511.5,14.0,3.0
1512.5,14.0,2.0
1513.5,21.0,1.0
1514.5,15.0,1.0
1515.5,23.0,2.0
1516.5,16.0,1.0
1517.5,20.0,0.0
1518.5,18.0,0.0
1519.5,17.0,0.0
1520.5,20.0,1.0
1521.5,22.0,1.0
1522.5,17.0,2.0
1523.5,17.0,2.0
1524.5,13.0,2.0
1525.5,13.0,0.0
1526.5,17.0,2.0
1527.5,16.0,1.0
1528.5,16.0,1.0
1529.5,17.0,3.0
1530.5,14.0,2.0
1531.5,12.0,2.0
1532.5,16.0,1.0
1533.5,16.0,0.0
1534.5,14.0,2.0
1535.5,20.0,1.0
1536.5,19.0,2.0
1537.5,22.0,2.0
1538.5,13.0,4.0
1539.5,17.0,3.0
1540.5,13.0,3.0
1541.5,19.0,0.0
1542.5,13.0,1.0
1543.5,13.0,1.0
1544.5,15.0,0.0
1545.5,13.0,1.0
1546.5,14.0,1.0
1547.5,12.0,3.0
1548.5,17.0,1.0
1549.5,20.0,1.0
1550.5,20.0,2.0
1551.5,13.0,2.0
1552.5,18.0,2.0
1553.5,12.0,0.0
1554.5,13.0,1.0
1555.5,15.0,2.0
1556.5,21.0,3.0
1557.5,21.0,2.0
1558.5,12.0,2.0
1559.5,14.0,0.0
1560.5,16.0,0.0
1561.5,10.0,2.0
1562.5,12.0,1.0
1563.5,17.0,2.0
1564.5,17.0,2.0
1565.5,14.0,1.0
1566.5,15.0,3.0
1567.5,13.0,1.0
1568.5,16.0,0.0
1569.5,21.0,1.0
1570.5,16.0,1.0
1571.5,15.0,0.0
1572.5,17.0,1.0
1573.5,19.0,1.0
1574.5,12.0,0.0
1575.5,14.0,0.0
1576.5,12.0,1.0
1577.5,12.0,1.0
1578.5,11.0,0.0
1579.5,18.0,1.0
1580.5,11.0,1.0
1581.5,11.0,0.0
1582.5,12.0,0.0
1583.5,11.0,0.0
1584.5,10.0,1.0
1585.5,12.0,0.0
1586.5,11.0,1.0
1587.5,18.0,1.0
1588.5,11.0,0.0
1589.5,15.0,0.0
1590.5,14.0,0.0
1591.5,12.0,0.0
1592.5,14.0,2.0
1593.5,16.0,1.0
1594.5,16.0,2.0
1595.5,14.0,1.0
1596.5,15.0,1.0
1597.5,14.0,1.0
1598.5,7.0,0.0
1599.5,11.0,0.0
1600.5,17.0,3.0
1601.5,11.0,1.0
1602.5,11.0,0.0
1603.5,12.0,1.0
1604.5,11.0,2.0
1605.5,12.0,1.0
1606.5,11.0,2.0
1607.5,13.0,1.0
1608.5,12.0,2.0
1609.5,11.0,2.0
1610.5,15.0,1.0
1611.5,12.0,1.0
1612.5,12.0,0.0
1613.5,12.0,0.0
1614.5,8.0,1.0
1615.5,11.0,2.0
1616.5,13.0,0.0
1617.5,8.0,0.0
1618.5,11.0,2.0
1619.5,10.0,0.0
1620.5,13.0,0.0
1621.5,14.0,0.0
1622.5,14.0,1.0
1623.5,10.0,0.0
1624.5,12.0,0.0
1625.5,10.0,0.0
1626.5,10.0,0.0
1627.5,10.0,0.0
1628.5,9.0,0.0
1629.5,14.0,0.0
1630.5,11.0,2.0
1631.5,15.0,0.0
1632.5,11.0,0.0
1633.5,11.0,1.0
1634.5,12.0,2.0
1635.5,12.0,0.0
1636.5,15.0,0.0
1637.5,12.0,1.0
1638.5,11.0,1.0
1639.5,10.0,0.0
1640.5,11.0,2.0
1641.5,15.0,2.0
1642.5,13.0,1.0
1643.5,12.0,0.0
1644.5,9.0,0.0
1645.5,12.0,0.0
1646.5,7.0,1.0
1647.5,10.0,0.0
1648.5,14.0,1.0
1649.5,11.0,0.0
1650.5,14.0,2.0
1651.5,8.0,0.0
1652.5,12.0,0.0
1653.5,13.0,0.0
1654.5,12.0,0.0
1655.5,12.0,0.0
1656.5,11.0,0.0
1657.5,14.0,1.0
1658.5,8.0,0.0
1659.5,11.0,0.0
1660.5,10.0,0.0
1661.5,8.0,1.0
1662.5,10.0,0.0
1663.5,10.0,0.0
1664.5,10.0,2.0
1665.5,8.0,0.0
1666.5,10.0,0.0
1667.5,14.0,0.0
1668.5,12.0,0.0
1669.5,11.0,1.0
1670.5,8.0,1.0
1671.5,10.0,1.0
1672.5,6.0,0.0
1673.5,10.0,0.0
1674.5,15.0,0.0
1675.5,12.0,0.0
1676.5,8.0,0.0
1677.5,10.0,0.0
1678.5,10.0,0.0
1679.5,7.0,0.0
1680.5,7.0,0.0
1681.5,10.0,1.0
1682.5,7.0,0.0
1683.5,8.0,0.0
1684.5,9.0,0.0
1685.5,7.0,0.0
1686.5,6.0,1.0
1687.5,12.0,0.0
1688.5,9.0,0.0
1689.5,10.0,0.0
1690.5,17.0,0.0
1691.5,7.0,1.0
1692.5,6.0,0.0
1693.5,10.0,0.0
1694.5,4.0,0.0
1695.5,12.0,0.0
1696.5,6.0,1.0
1697.5,5.0,0.0
1698.5,8.0,0.0
1699.5,10.0,1.0
1700.5,9.0,2.0
1701.5,10.0,1.0
1702.5,9.0,0.0
1703.5,4.0,1.0
1704.5,10.0,0.0
1705.5,11.0,0.0
1706.5,8.0,0.0
1707.5,6.0,1.0
1708.5,9.0,1.0
1709.5,8.0,0.0
1710.5,6.0,0.0
1711.5,8.0,1.0
1712.5,8.0,1.0
1713.5,7.0,0.0
1714.5,5.0,0.0
1715.5,7.0,1.0
1716.5,8.0,0.0
1717.5,6.0,1.0
1718.5,10.0,0.0
1719.5,10.0,1.0
1720.5,6.0,1.0
1721.5,7.0,0.0
1722.5,8.0,0.0
1723.5,8.0,0.0
1724.5,9.0,0.0
1725.5,9.0,0.0
1726.5,11.0,0.0
1727.5,7.0,0.0
1728.5,6.0,0.0
1729.5,6.0,0.0
1730.5,10.0,0.0
1731.5,4.0,0.0
1732.5,7.0,0.0
1733.5,5.0,0.0
1734.5,7.0,1.0
1735.5,8.0,0.0
1736.5,6.0,0.0
1737.5,5.0,0.0
1738.5,5.0,0.0
1739.5,7.0,0.0
1740.5,4.0,0.0
1741.5,8.0,0.0
1742.5,5.0,1.0
1743.5,5.0,0.0
1744.5,7.0,1.0
1745.5,6.0,0.0
1746.5,7.0,1.0
1747.5,7.0,1.0
1748.5,5.0,0.0
1749.5,3.0,0.0
1750.5,6.0,0.0
1751.5,8.0,0.0
1752.5,8.0,0.0
1753.5,8.0,0.0
1754.5,7.0,0.0
1755.5,6.0,0.0
1756.5,6.0,1.0
1757.5,7.0,0.0
1758.5,10.0,0.0
1759.5,6.0,0.0
1760.5,11.0,0.0
1761.5,9.0,0.0
1762.5,6.0,1.0
1763.5,7.0,0.0
1764.5,9.0,0.0
1765.5,8.0,0.0
1766.5,7.0,1.0
1767.5,8.0,0.0
1768.5,9.0,0.0
1769.5,6.0,0.0
1770.5,9.0,0.0
1771.5,5.0,0.0
1772.5,7.0,1.0
1773.5,6.0,0.0
1774.5,7.0,0.0
1775.5,6.0,0.0
1776.5,9.0,1.0
1777.5,6.0,0.0
1778.5,8.0,0.0
1779.5,7.0,2.0
1780.5,3.0,0.0
1781.5,5.0,0.0
1782.5,12.0,0.0
1783.5,7.0,1.0
1784.5,5.0,0.0
1785.5,5.0,2.0
1786.5,4.0,0.0
1787.5,10.0,0.0
1788.5,5.0,0.0
1789.5,4.0,0.0
1790.5,4.0,0.0
1791.5,5.0,1.0
1792.5,8.0,2.0
1793.5,6.0,0.0
1794.5,7.0,0.0
1795.5,4.0,3.0
1796.5,9.0,0.0
1797.5,4.0,0.0
1798.5,3.0,0.0
1799.5,9.0,1.0
1800.5,5.0,0.0
1801.5,8.0,0.0
1802.5,5.0,0.0
1803.5,6.0,0.0
1804.5,4.0,0.0
1805.5,6.0,0.0
1806.5,6.0,0.0
1807.5,4.0,0.0
1808.5,12.0,0.0
1809.5,4.0,1.0
1810.5,4.0,0.0
1811.5,8.0,0.0
1812.5,6.0,0.0
1813.5,7.0,0.0
1814.5,4.0,0.0
1815.5,6.0,0.0
1816.5,3.0,0.0
1817.5,8.0,0.0
1818.5,10.0,0.0
1819.5,5.0,0.0
1820.5,5.0,0.0
1821.5,7.0,0.0
1822.5,11.0,2.0
1823.5,8.0,0.0
1824.5,6.0,0.0
1825.5,5.0,0.0
1826.5,4.0,1.0
1827.5,5.0,0.0
1828.5,5.0,0.0
1829.5,7.0,0.0
1830.5,4.0,1.0
1831.5,4.0,0.0
1832.5,4.0,0.0
1833.5,6.0,0.0
1834.5,3.0,0.0
1835.5,4.0,1.0
1836.5,4.0,0.0
1837.5,5.0,0.0
1838.5,10.0,0.0
1839.5,4.0,0.0
1840.5,3.0,0.0
1841.5,5.0,0.0
1842.5,9.0,0.0
1843.5,4.0,0.0
1844.5,6.0,0.0
1845.5,6.0,0.0
1846.5,5.0,0.0
1847.5,6.0,0.0
1848.5,4.0,0.0
1849.5,8.0,1.0
1850.5,2.0,0.0
1851.5,5.0,0.0
1852.5,7.0,1.0
1853.5,4.0,1.0
1854.5,2.0,0.0
1855.5,4.0,0.0
1856.5,3.0,0.0
1857.5,7.0,0.0
1858.5,5.0,0.0
1859.5,6.0,2.0
1860.5,9.0,0.0
1861.5,3.0,0.0
1862.5,5.0,0.0
1863.5,9.0,1.0
1864.5,4.0,0.0
1865.5,3.0,0.0
1866.5,5.0,0.0
1867.5,6.0,0.0
1868.5,4.0,0.0
1869.5,5.0,1.0
1870.5,3.0,1.0
1871.5,6.0,0.0
1872.5,6.0,0.0
1873.5,6.0,0.0
1874.5,6.0,0.0
1875.5,4.0,0.0
1876.5,1.0,0.0
1877.5,5.0,0.0
1878.5,6.0,0.0
1879.5,4.0,0.0
1880.5,5.0,0.0
1881.5,5.0,0.0
1882.5,4.0,0.0
1883.5,7.0,0.0
1884.5,2.0,0.0
1885.5,4.0,0.0
1886.5,3.0,0.0
1887.5,6.0,0.0
1888.5,5.0,0.0
1889.5,5.0,0.0
1890.5,4.0,0.0
1891.5,8.0,0.0
1892.5,5.0,0.0
1893.5,6.0,0.0
1894.5,5.0,0.0
1895.5,6.0,0.0
1896.5,2.0,0.0
1897.5,7.0,0.0
1898.5,3.0,0.0
1899.5,4.0,0.0
1900.5,4.0,0.0
1901.5,3.0,0.0
1902.5,2.0,0.0
1903.5,6.0,0.0
1904.5,2.0,0.0
1905.5,3.0,0.0
1906.5,6.0,0.0
1907.5,4.0,0.0
1908.5,5.0,0.0
1909.5,5.0,0.0
1910.5,3.0,0.0
1911.5,4.0,0.0
1912.5,6.0,0.0
1913.5,6.0,0.0
1914.5,5.0,1.0
1915.5,3.0,0.0
1916.5,4.0,0.0
1917.5,6.0,0.0
1918.5,1.0,0.0
1919.5,6.0,0.0
1920.5,4.0,0.0
1921.5,3.0,0.0
1922.5,3.0,0.0
1923.5,4.0,1.0
1924.5,3.0,0.0
1925.5,3.0,0.0
1926.5,5.0,0.0
1927.5,6.0,0.0
1928.5,6.0,0.0
1929.5,7.0,0.0
1930.5,5.0,0.0
1931.5,1.0,0.0
1932.5,8.0,0.0
1933.5,6.0,0.0
1934.5,1.0,0.0
1935.5,5.0,0.0
1936.5,3.0,2.0
1937.5,4.0,1.0
1938.5,2.0,0.0
1939.5,5.0,0.0
1940.5,3.0,0.0
1941.5,3.0,0.0
1942.5,2.0,0.0
1943.5,4.0,0.0
1944.5,5.0,0.0
1945.5,3.0,0.0
1946.5,4.0,0.0
1947.5,0.0,0.0
1948.5,3.0,0.0
1949.5,5.0,0.0
1950.5,3.0,0.0
1951.5,4.0,0.0
1952.5,4.0,0.0
1953.5,5.0,0.0
1954.5,4.0,0.0
1955.5,1.0,0.0
1956.5,5.0,0.0
1957.5,4.0,0.0
1958.5,3.0,0.0
1959.5,3.0,0.0
1960.5,5.0,0.0
1961.5,6.0,0.0
1962.5,4.0,0.0
1963.5,2.0,0.0
1964.5,4.0,0.0
1965.5,5.0,0.0
1966.5,3.0,0.0
1967.5,4.0,0.0
1968.5,3.0,0.0
1969.5,2.0,0.0
1970.5,3.0,0.0
1971.5,4.0,0.0
1972.5,2.0,0.0
1973.5,3.0,0.0
1974.5,4.0,0.0
1975.5,3.0,0.0
1976.5,3.0,0.0
1977.5,4.0,0.0
1978.5,2.0,0.0
1979.5,2.0,0.0
1980.5,3.0,0.0
1981.5,0.0,0.0
1982.5,3.0,0.0
1983.5,3.0,0.0
1984.5,1.0,0.0
1985.5,4.0,0.0
1986.5,2.0,0.0
1987.5,2.0,0.0
1988.5,4.0,0.0
1989.5,5.0,0.0
1990.5,6.0,0.0
1991.5,2.0,0.0
1992.5,4.0,0.0
1993.5,1.0,0.0
1994.5,1.0,0.0
1995.5,5.0,0.0
1996.5,2.0,0.0
1997.5,3.0,0.0
1998.5,4.0,0.0
1999.5,2.0,0.0
2000.5,2.0,0.0
2001.5,3.0,0.0
2002.5,3.0,0.0
2003.5,0.0,0.0
2004.5,2.0,0.0
2005.5,2.0,0.0
2006.5,3.0,0.0
2007.5,2.0,0.0
2008.5,0.0,0.0
2009.5,4.0,0.0
2010.5,2.0,0.0
2011.5,3.0,0.0
2012.5,3.0,1.0
2013.5,5.0,0.0
2014.5,0.0,0.0
2015.5,2.0,0.0
2016.5,2.0,0.0
2017.5,2.0,0.0
2018.5,4.0,1.0
2019.5,2.0,0.0
2020.5,2.0,0.0
2021.5,0.0,0.0
2022.5,1.0,0.0
2023.5,0.0,0.0
2024.5,4.0,0.0
2025.5,2.0,0.0
2026.5,4.0,0.0
2027.5,5.0,0.0
2028.5,4.0,0.0
2029.5,3.0,0.0
2030.5,3.0,0.0
2031.5,1.0,0.0
2032.5,3.0,0.0
2033.5,3.0,0.0
2034.5,2.0,0.0
2035.5,2.0,0.0
2036.5,1.0,0.0
2037.5,2.0,0.0
2038.5,1.0,0.0
2039.5,0.0,0.0
2040.5,1.0,1.0
2041.5,0.0,0.0
2042.5,4.0,0.0
2043.5,5.0,0.0
2044.5,2.0,0.0
2045.5,2.0,0.0
2046.5,1.0,0.0
2047.5,2.0,0.0
2048.5,4.0,0.0
2049.5,3.0,1.0
2050.5,2.0,0.0
2051.5,3.0,0.0
2052.5,2.0,0.0
2053.5,6.0,0.0
2054.5,2.0,0.0
2055.5,2.0,0.0
2056.5,2.0,0.0
2057.5,2.0,0.0
2058.5,1.0,0.0
2059.5,0.0,0.0
2060.5,2.0,0.0
2061.5,4.0,0.0
2062.5,3.0,0.0
2063.5,2.0,0.0
2064.5,0.0,0.0
2065.5,5.0,1.0
2066.5,2.0,0.0
2067.5,3.0,0.0
2068.5,4.0,0.0
2069.5,2.0,0.0
2070.5,2.0,0.0
2071.5,3.0,0.0
2072.5,2.0,0.0
2073.5,3.0,0.0
2074.5,0.0,0.0
2075.5,3.0,0.0
2076.5,1.0,0.0
2077.5,3.0,0.0
2078.5,2.0,0.0
2079.5,5.0,1.0
2080.5,1.0,0.0
2081.5,2.0,0.0
2082.5,1.0,0.0
2083.5,2.0,0.0
2084.5,3.0,0.0
2085.5,1.0,0.0
2086.5,2.0,0.0
2087.5,3.0,0.0
2088.5,2.0,0.0
2089.5,2.0,0.0
2090.5,3.0,0.0
2091.5,5.0,0.0
2092.5,1.0,0.0
2093.5,3.0,0.0
2094.5,2.0,0.0
2095.5,4.0,0.0
2096.5,2.0,0.0
2097.5,2.0,0.0
2098.5,1.0,0.0
2099.5,3.0,0.0
2100.5,1.0,0.0
2101.5,2.0,0.0
2102.5,2.0,0.0
2103.5,4.0,0.0
2104.5,0.0,0.0
2105.5,4.0,0.0
2106.5,0.0,0.0
2107.5,2.0,1.0
2108.5,2.0,0.0
2109.5,2.0,0.0
2110.5,3.0,0.0
2111.5,1.0,0.0
2112.5,2.0,0.0
2113.5,1.0,0.0
2114.5,2.0,0.0
2115.5,2.0,0.0
2116.5,1.0,0.0
2117.5,2.0,0.0
2118.5,1.0,0.0
2119.5,2.0,0.0
2120.5,4.0,0.0
2121.5,2.0,0.0
2122.5,2.0,0.0
2123.5,3.0,0.0
2124.5,1.0,0.0
2125.5,2.0,0.0
2126.5,2.0,0.0
2127.5,1.0,0.0
2128.5,1.0,0.0
2129.5,2.0,0.0
2130.5,0.0,0.0
2131.5,2.0,0.0
2132.5,0.0,0.0
2133.5,3.0,0.0
2134.5,0.0,0.0
